id,jornada,local,visitante,goles_local,goles_visitante,goleadores,asistencias,penaltis,alineacion_local,alineacion_visitante,amarillas,rojas,suspension_5_amarillas,lesiones,tarjetas_staff
178,18,Burnley,Manchester City,4,2,Jugador265;Jugador53;Jugador69;Jugador204;Jugador239;Jugador318,Jugador209;Jugador320;Jugador292;Jugador89;Jugador51,Jugador265 (penalti),"Jugador279,Jugador27,Jugador179,Jugador278,Jugador284,Jugador34,Jugador289,Jugador334,Jugador256,Jugador219,Jugador216","Jugador349,Jugador212,Jugador210,Jugador98,Jugador168,Jugador316,Jugador65,Jugador317,Jugador220,Jugador74,Jugador233",,Jugador250,,,
179,18,Fulham,Luton Town,3,0,Jugador97;Jugador95;Jugador366,Jugador303;Jugador306,,"Jugador206,Jugador60,Jugador354,Jugador159,Jugador58,Jugador33,Jugador269,Jugador245,Jugador67,Jugador349,Jugador155","Jugador21,Jugador258,Jugador129,Jugador43,Jugador117,Jugador9,Jugador240,Jugador300,Jugador393,Jugador270,Jugador63",Jugador195;Jugador306;Jugador48;Jugador337,,,,
180,18,Brentford,Wolves,1,4,Jugador400;Jugador104;Jugador1;Jugador107;Jugador275,Jugador261;Jugador66;Jugador350;Jugador254,,"Jugador246,Jugador153,Jugador106,Jugador202,Jugador185,Jugador283,Jugador191,Jugador186,Jugador236,Jugador396,Jugador208","Jugador153,Jugador73,Jugador169,Jugador376,Jugador314,Jugador155,Jugador150,Jugador263,Jugador32,Jugador327,Jugador392",Jugador148;Jugador96;Jugador121,Jugador22,,,
181,19,Liverpool,Arsenal,3,4,Jugador241;Jugador20;Jugador184;Jugador373;Jugador392;Jugador186;Jugador331,Jugador263;Jugador47;Jugador146;Jugador76;Jugador18;Jugador36,,"Jugador93,Jugador3,Jugador306,Jugador276,Jugador34,Jugador376,Jugador14,Jugador103,Jugador178,Jugador28,Jugador373","Jugador270,Jugador389,Jugador226,Jugador381,Jugador387,Jugador325,Jugador285,Jugador210,Jugador307,Jugador19,Jugador340",Jugador322;Jugador390,,,,
182,19,Luton Town,Newcastle,1,4,Jugador202;Jugador119;Jugador385;Jugador243;Jugador25,Jugador279;Jugador63;Jugador190;Jugador106,,"Jugador60,Jugador282,Jugador202,Jugador101,Jugador256,Jugador133,Jugador49,Jugador267,Jugador252,Jugador44,Jugador169","Jugador163,Jugador29,Jugador154,Jugador125,Jugador83,Jugador272,Jugador85,Jugador102,Jugador185,Jugador300,Jugador43",Jugador250,Jugador1,,,
183,19,Everton,Manchester United,0,4,Jugador64;Jugador297;Jugador101;Jugador91,Jugador128;Jugador178;Jugador87,,"Jugador264,Jugador329,Jugador358,Jugador266,Jugador308,Jugador27,Jugador321,Jugador92,Jugador322,Jugador133,Jugador251","Jugador292,Jugador189,Jugador246,Jugador153,Jugador109,Jugador306,Jugador304,Jugador239,Jugador320,Jugador151,Jugador299",Jugador147;Jugador202,Jugador25;Jugador13,,,
184,19,Chelsea,Brighton,2,2,Jugador316;Jugador136;Jugador76;Jugador318,Jugador394;Jugador72;Jugador303,,"Jugador138,Jugador192,Jugador25,Jugador249,Jugador237,Jugador3,Jugador204,Jugador136,Jugador134,Jugador330,Jugador22","Jugador80,Jugador76,Jugador79,Jugador115,Jugador292,Jugador210,Jugador95,Jugador331,Jugador319,Jugador260,Jugador123",Jugador151;Jugador235;Jugador383;Jugador256,Jugador254;Jugador372,,Jugador289 (lesión),
185,19,Bournemouth,Burnley,0,4,Jugador320;Jugador327;Jugador96;Jugador23,Jugador315;Jugador198;Jugador238,,"Jugador31,Jugador119,Jugador265,Jugador192,Jugador106,Jugador361,Jugador101,Jugador23,Jugador250,Jugador223,Jugador236","Jugador197,Jugador294,Jugador306,Jugador215,Jugador238,Jugador92,Jugador333,Jugador292,Jugador114,Jugador31,Jugador383",Jugador62;Jugador7;Jugador83;Jugador64;Jugador263;Jugador157,Jugador143;Jugador187,,,Staff Burnley (amarilla)
186,19,Tottenham,Wolves,4,3,Jugador386;Jugador326;Jugador14;Jugador343;Jugador209;Jugador179;Jugador238,Jugador307;Jugador260;Jugador205;Jugador99;Jugador44;Jugador309,,"Jugador128,Jugador276,Jugador45,Jugador184,Jugador319,Jugador188,Jugador16,Jugador321,Jugador175,Jugador122,Jugador91","Jugador13,Jugador254,Jugador341,Jugador386,Jugador47,Jugador40,Jugador320,Jugador177,Jugador70,Jugador317,Jugador242",Jugador144;Jugador340;Jugador271;Jugador282;Jugador180;Jugador196,Jugador260,,,Staff Wolves (amarilla)
187,19,West Ham,Manchester City,0,0,,,,"Jugador284,Jugador368,Jugador43,Jugador224,Jugador287,Jugador209,Jugador189,Jugador335,Jugador97,Jugador93,Jugador353","Jugador216,Jugador138,Jugador200,Jugador43,Jugador236,Jugador128,Jugador284,Jugador157,Jugador217,Jugador245,Jugador376",Jugador41;Jugador2;Jugador274;Jugador12;Jugador29;Jugador290,Jugador184;Jugador305,,,
188,19,Sheffield United,Nottingham Forest,0,4,Jugador93;Jugador127;Jugador106;Jugador392,Jugador306;Jugador198;Jugador192,Jugador93 (penalti),"Jugador368,Jugador367,Jugador25,Jugador226,Jugador91,Jugador47,Jugador10,Jugador321,Jugador59,Jugador331,Jugador249","Jugador220,Jugador338,Jugador218,Jugador195,Jugador400,Jugador140,Jugador113,Jugador212,Jugador263,Jugador217,Jugador194",Jugador142,Jugador295;Jugador255,,,
189,19,Fulham,Brentford,2,0,Jugador303;Jugador18,Jugador92,,"Jugador160,Jugador182,Jugador171,Jugador18,Jugador237,Jugador133,Jugador309,Jugador272,Jugador315,Jugador243,Jugador282","Jugador375,Jugador269,Jugador296,Jugador64,Jugador14,Jugador267,Jugador18,Jugador26,Jugador136,Jugador320,Jugador151",Jugador250;Jugador223;Jugador364,Jugador273;Jugador42,,Jugador381 (lesión),
190,19,Aston Villa,Crystal Palace,0,1,Jugador256,,Jugador256 (penalti),"Jugador84,Jugador182,Jugador323,Jugador285,Jugador363,Jugador296,Jugador315,Jugador115,Jugador80,Jugador125,Jugador120","Jugador302,Jugador184,Jugador99,Jugador333,Jugador90,Jugador211,Jugador181,Jugador20,Jugador175,Jugador208,Jugador371",Jugador292;Jugador37,Jugador25,,,
191,20,Liverpool,Brighton,2,0,Jugador1;Jugador128,Jugador262,,"Jugador200,Jugador256,Jugador387,Jugador252,Jugador363,Jugador194,Jugador114,Jugador115,Jugador50,Jugador399,Jugador210","Jugador81,Jugador267,Jugador119,Jugador150,Jugador386,Jugador221,Jugador170,Jugador209,Jugador248,Jugador224,Jugador1",Jugador65;Jugador266;Jugador293;Jugador354,Jugador79;Jugador157,,,
192,20,Wolves,Burnley,3,4,Jugador38;Jugador290;Jugador111;Jugador16;Jugador300;Jugador127;Jugador307,Jugador375;Jugador271;Jugador361;Jugador261;Jugador121;Jugador137,,"Jugador79,Jugador215,Jugador293,Jugador138,Jugador266,Jugador159,Jugador167,Jugador157,Jugador146,Jugador137,Jugador346","Jugador5,Jugador207,Jugador168,Jugador78,Jugador211,Jugador289,Jugador360,Jugador227,Jugador65,Jugador229,Jugador355",Jugador371;Jugador136;Jugador140;Jugador319,Jugador393;Jugador20,,,
193,20,Bournemouth,Nottingham Forest,1,2,Jugador79;Jugador174;Jugador349,Jugador203;Jugador390,Jugador79 (penalti),"Jugador379,Jugador96,Jugador49,Jugador279,Jugador135,Jugador333,Jugador308,Jugador22,Jugador372,Jugador80,Jugador7","Jugador72,Jugador20,Jugador384,Jugador378,Jugador389,Jugador199,Jugador216,Jugador338,Jugador75,Jugador136,Jugador176",Jugador246,Jugador134,,,
194,20,Newcastle,Arsenal,4,1,Jugador24;Jugador45;Jugador300;Jugador371;Jugador273,Jugador237;Jugador361;Jugador264;Jugador380,Jugador24 (penalti),"Jugador83,Jugador145,Jugador229,Jugador393,Jugador110,Jugador251,Jugador1,Jugador376,Jugador252,Jugador280,Jugador126","Jugador330,Jugador311,Jugador335,Jugador212,Jugador355,Jugador64,Jugador280,Jugador68,Jugador274,Jugador117,Jugador52",Jugador99,,,Jugador61 (lesión),
195,20,Aston Villa,Crystal Palace,0,3,Jugador90;Jugador201;Jugador83,Jugador100;Jugador262,,"Jugador65,Jugador370,Jugador316,Jugador175,Jugador44,Jugador7,Jugador172,Jugador377,Jugador347,Jugador62,Jugador281","Jugador367,Jugador216,Jugador91,Jugador130,Jugador259,Jugador38,Jugador335,Jugador24,Jugador39,Jugador236,Jugador243",Jugador255;Jugador241;Jugador327;Jugador179;Jugador126;Jugador399,Jugador85,,Jugador364 (lesión),
196,20,Manchester United,West Ham,4,3,Jugador372;Jugador54;Jugador356;Jugador213;Jugador252;Jugador180;Jugador329,Jugador166;Jugador336;Jugador122;Jugador363;Jugador96;Jugador9,,"Jugador298,Jugador270,Jugador143,Jugador351,Jugador274,Jugador85,Jugador167,Jugador386,Jugador151,Jugador199,Jugador228","Jugador314,Jugador91,Jugador251,Jugador393,Jugador226,Jugador177,Jugador157,Jugador298,Jugador310,Jugador165,Jugador103",Jugador310;Jugador291;Jugador290;Jugador244;Jugador378;Jugador375,Jugador233;Jugador188,,,Staff West Ham (amarilla)
197,20,Manchester City,Brentford,4,3,Jugador48;Jugador86;Jugador324;Jugador49;Jugador357;Jugador155;Jugador23,Jugador135;Jugador255;Jugador199;Jugador63;Jugador245;Jugador174,,"Jugador272,Jugador300,Jugador269,Jugador334,Jugador12,Jugador20,Jugador158,Jugador284,Jugador145,Jugador262,Jugador74","Jugador192,Jugador158,Jugador87,Jugador203,Jugador362,Jugador176,Jugador184,Jugador88,Jugador374,Jugador61,Jugador290",Jugador202,Jugador270;Jugador232,,,
198,20,Chelsea,Fulham,3,4,Jugador76;Jugador364;Jugador197;Jugador15;Jugador169;Jugador376;Jugador237,Jugador292;Jugador96;Jugador259;Jugador244;Jugador209;Jugador354,Jugador76 (penalti),"Jugador230,Jugador88,Jugador175,Jugador67,Jugador19,Jugador345,Jugador324,Jugador203,Jugador16,Jugador214,Jugador265","Jugador47,Jugador100,Jugador245,Jugador217,Jugador5,Jugador375,Jugador319,Jugador154,Jugador215,Jugador287,Jugador37",Jugador297;Jugador175;Jugador31;Jugador29;Jugador6,,,,
199,20,Everton,Sheffield United,2,1,Jugador70;Jugador77;Jugador83,Jugador273;Jugador120,Jugador70 (penalti),"Jugador334,Jugador343,Jugador54,Jugador264,Jugador370,Jugador16,Jugador309,Jugador41,Jugador176,Jugador219,Jugador133","Jugador13,Jugador188,Jugador111,Jugador183,Jugador180,Jugador87,Jugador73,Jugador31,Jugador341,Jugador174,Jugador312",Jugador204;Jugador258;Jugador335,Jugador325;Jugador237,,,
200,20,Luton Town,Tottenham,4,3,Jugador180;Jugador148;Jugador21;Jugador260;Jugador124;Jugador16;Jugador66,Jugador310;Jugador89;Jugador146;Jugador64;Jugador179;Jugador189,,"Jugador1,Jugador178,Jugador135,Jugador372,Jugador381,Jugador256,Jugador242,Jugador267,Jugador81,Jugador393,Jugador334","Jugador33,Jugador242,Jugador360,Jugador150,Jugador158,Jugador322,Jugador140,Jugador383,Jugador309,Jugador135,Jugador32",Jugador195;Jugador149;Jugador229;Jugador42;Jugador54,Jugador388,,Jugador132 (lesión),
201,21,Crystal Palace,West Ham,3,1,Jugador11;Jugador221;Jugador231;Jugador297,Jugador129;Jugador158;Jugador36,,"Jugador235,Jugador252,Jugador116,Jugador370,Jugador224,Jugador294,Jugador6,Jugador133,Jugador8,Jugador82,Jugador377","Jugador272,Jugador172,Jugador342,Jugador347,Jugador177,Jugador7,Jugador111,Jugador242,Jugador87,Jugador135,Jugador67",Jugador340;Jugador215;Jugador159;Jugador383,,,,
202,21,Wolves,Manchester City,1,1,Jugador203;Jugador364,Jugador298,,"Jugador81,Jugador7,Jugador380,Jugador387,Jugador226,Jugador46,Jugador205,Jugador296,Jugador28,Jugador67,Jugador279","Jugador125,Jugador267,Jugador389,Jugador307,Jugador180,Jugador332,Jugador145,Jugador283,Jugador335,Jugador123,Jugador60",,,,,
203,21,Brighton,Brentford,2,3,Jugador60;Jugador106;Jugador26;Jugador134;Jugador327,Jugador133;Jugador161;Jugador150;Jugador379,,"Jugador240,Jugador91,Jugador129,Jugador136,Jugador332,Jugador354,Jugador51,Jugador222,Jugador346,Jugador41,Jugador308","Jugador362,Jugador106,Jugador179,Jugador151,Jugador277,Jugador71,Jugador6,Jugador73,Jugador333,Jugador155,Jugador384",Jugador252;Jugador370;Jugador312;Jugador61;Jugador202;Jugador183,Jugador379;Jugador156,,,
204,21,Aston Villa,Fulham,1,1,Jugador309;Jugador196,Jugador107,,"Jugador244,Jugador31,Jugador353,Jugador308,Jugador128,Jugador392,Jugador99,Jugador277,Jugador143,Jugador66,Jugador281","Jugador362,Jugador397,Jugador206,Jugador40,Jugador393,Jugador121,Jugador9,Jugador335,Jugador157,Jugador7,Jugador394",,Jugador374;Jugador94,,,
205,21,Arsenal,Bournemouth,4,4,Jugador130;Jugador311;Jugador64;Jugador351;Jugador81;Jugador29;Jugador200;Jugador4,Jugador235;Jugador260;Jugador169;Jugador283;Jugador254;Jugador157;Jugador249,,"Jugador118,Jugador378,Jugador61,Jugador386,Jugador395,Jugador290,Jugador214,Jugador203,Jugador370,Jugador83,Jugador336","Jugador397,Jugador8,Jugador36,Jugador350,Jugador128,Jugador160,Jugador155,Jugador142,Jugador21,Jugador68,Jugador205",Jugador196;Jugador132;Jugador230;Jugador33;Jugador243,Jugador304,,,
206,21,Nottingham Forest,Manchester United,3,2,Jugador373;Jugador301;Jugador143;Jugador147;Jugador48,Jugador372;Jugador271;Jugador338;Jugador86,Jugador373 (penalti),"Jugador315,Jugador146,Jugador165,Jugador88,Jugador201,Jugador216,Jugador256,Jugador107,Jugador275,Jugador332,Jugador104","Jugador98,Jugador134,Jugador206,Jugador328,Jugador140,Jugador199,Jugador120,Jugador268,Jugador187,Jugador50,Jugador265",Jugador259;Jugador28,Jugador343;Jugador98,,,
207,21,Tottenham,Liverpool,0,0,,,,"Jugador102,Jugador289,Jugador191,Jugador101,Jugador331,Jugador162,Jugador109,Jugador231,Jugador108,Jugador397,Jugador394","Jugador199,Jugador124,Jugador330,Jugador339,Jugador171,Jugador87,Jugador225,Jugador337,Jugador56,Jugador399,Jugador62",Jugador329;Jugador69;Jugador164,Jugador181;Jugador5,,Jugador373 (lesión),
208,21,Luton Town,Everton,2,4,Jugador53;Jugador103;Jugador18;Jugador291;Jugador383;Jugador5,Jugador154;Jugador236;Jugador119;Jugador37;Jugador331,,"Jugador290,Jugador347,Jugador249,Jugador217,Jugador303,Jugador390,Jugador167,Jugador110,Jugador351,Jugador20,Jugador358","Jugador10,Jugador296,Jugador26,Jugador207,Jugador15,Jugador278,Jugador103,Jugador183,Jugador79,Jugador337,Jugador109",Jugador206;Jugador167;Jugador284;Jugador200;Jugador209;Jugador78,,,,
209,21,Burnley,Chelsea,4,0,Jugador20;Jugador265;Jugador289;Jugador95,Jugador9;Jugador142;Jugador303,,"Jugador75,Jugador120,Jugador216,Jugador214,Jugador296,Jugador126,Jugador314,Jugador103,Jugador239,Jugador364,Jugador62","Jugador17,Jugador3,Jugador266,Jugador24,Jugador294,Jugador256,Jugador154,Jugador178,Jugador308,Jugador55,Jugador362",Jugador182;Jugador236;Jugador34;Jugador98;Jugador219;Jugador360,Jugador285;Jugador356,,,
210,21,Sheffield United,Newcastle,0,2,Jugador373;Jugador391,Jugador227,,"Jugador170,Jugador351,Jugador276,Jugador337,Jugador47,Jugador215,Jugador9,Jugador391,Jugador40,Jugador246,Jugador212","Jugador94,Jugador338,Jugador186,Jugador144,Jugador281,Jugador56,Jugador296,Jugador53,Jugador263,Jugador160,Jugador269",,,,,
211,22,Nottingham Forest,Burnley,3,2,Jugador168;Jugador154;Jugador360;Jugador272;Jugador352,Jugador385;Jugador40;Jugador31;Jugador233,,"Jugador261,Jugador385,Jugador16,Jugador169,Jugador290,Jugador134,Jugador115,Jugador71,Jugador348,Jugador68,Jugador277","Jugador157,Jugador232,Jugador9,Jugador193,Jugador42,Jugador93,Jugador281,Jugador319,Jugador91,Jugador32,Jugador354",Jugador25;Jugador302,Jugador334;Jugador308,,,
212,22,Manchester United,Arsenal,1,4,Jugador164;Jugador286;Jugador390;Jugador294;Jugador153,Jugador189;Jugador348;Jugador289;Jugador368,Jugador164 (penalti),"Jugador102,Jugador106,Jugador330,Jugador197,Jugador280,Jugador90,Jugador109,Jugador22,Jugador205,Jugador182,Jugador265","Jugador390,Jugador236,Jugador57,Jugador189,Jugador116,Jugador134,Jugador158,Jugador214,Jugador21,Jugador146,Jugador195",Jugador122,,Jugador122 (pierde próximo partido),Jugador47 (lesión),
213,22,Liverpool,Brighton,4,4,Jugador269;Jugador253;Jugador220;Jugador273;Jugador241;Jugador160;Jugador310;Jugador174,Jugador66;Jugador201;Jugador291;Jugador375;Jugador149;Jugador389;Jugador330,,"Jugador42,Jugador120,Jugador54,Jugador43,Jugador222,Jugador290,Jugador294,Jugador149,Jugador359,Jugador249,Jugador94","Jugador55,Jugador162,Jugador63,Jugador108,Jugador163,Jugador46,Jugador220,Jugador94,Jugador333,Jugador87,Jugador334",,,,,
214,22,Sheffield United,West Ham,3,4,Jugador214;Jugador320;Jugador270;Jugador268;Jugador354;Jugador325;Jugador364,Jugador85;Jugador236;Jugador306;Jugador214;Jugador106;Jugador15,,"Jugador33,Jugador111,Jugador290,Jugador389,Jugador279,Jugador227,Jugador123,Jugador108,Jugador161,Jugador164,Jugador256","Jugador178,Jugador286,Jugador72,Jugador132,Jugador379,Jugador331,Jugador173,Jugador352,Jugador278,Jugador308,Jugador381",,Jugador293;Jugador191,,,Staff West Ham (amarilla)
215,22,Tottenham,Brentford,1,4,Jugador299;Jugador2;Jugador35;Jugador85;Jugador236,Jugador32;Jugador365;Jugador317;Jugador161,Jugador299 (penalti),"Jugador265,Jugador128,Jugador120,Jugador6,Jugador399,Jugador22,Jugador123,Jugador352,Jugador150,Jugador262,Jugador296","Jugador209,Jugador23,Jugador188,Jugador370,Jugador353,Jugador167,Jugador277,Jugador61,Jugador221,Jugador355,Jugador280",Jugador379;Jugador59;Jugador63,Jugador385,,,Staff Brentford (amarilla)
216,22,Aston Villa,Wolves,0,1,Jugador200,,Jugador200 (penalti),"Jugador185,Jugador308,Jugador317,Jugador182,Jugador350,Jugador294,Jugador307,Jugador148,Jugador131,Jugador239,Jugador193","Jugador376,Jugador380,Jugador95,Jugador383,Jugador400,Jugador160,Jugador72,Jugador171,Jugador387,Jugador21,Jugador11",Jugador142;Jugador19;Jugador206,,Jugador206 (pierde próximo partido),,
217,22,Crystal Palace,Newcastle,2,2,Jugador314;Jugador344;Jugador232;Jugador361,Jugador342;Jugador252;Jugador204,,"Jugador146,Jugador281,Jugador364,Jugador152,Jugador155,Jugador166,Jugador17,Jugador33,Jugador324,Jugador176,Jugador392","Jugador113,Jugador231,Jugador153,Jugador329,Jugador16,Jugador74,Jugador278,Jugador281,Jugador158,Jugador51,Jugador134",Jugador142;Jugador103,Jugador349;Jugador153,,,
218,22,Chelsea,Manchester City,1,3,Jugador397;Jugador105;Jugador43;Jugador204,Jugador140;Jugador32;Jugador317,,"Jugador16,Jugador31,Jugador355,Jugador99,Jugador345,Jugador386,Jugador393,Jugador29,Jugador129,Jugador349,Jugador145","Jugador177,Jugador203,Jugador59,Jugador376,Jugador98,Jugador44,Jugador304,Jugador261,Jugador86,Jugador323,Jugador97",Jugador201;Jugador299;Jugador224,,,,
219,22,Bournemouth,Luton Town,2,0,Jugador62;Jugador20,Jugador89,,"Jugador27,Jugador135,Jugador46,Jugador400,Jugador271,Jugador361,Jugador239,Jugador378,Jugador171,Jugador235,Jugador195","Jugador38,Jugador231,Jugador207,Jugador296,Jugador90,Jugador386,Jugador61,Jugador158,Jugador156,Jugador73,Jugador34",,Jugador75,,,
220,22,Everton,Fulham,3,0,Jugador139;Jugador195;Jugador81,Jugador121;Jugador125,,"Jugador112,Jugador170,Jugador127,Jugador62,Jugador248,Jugador76,Jugador144,Jugador189,Jugador102,Jugador305,Jugador221","Jugador159,Jugador78,Jugador15,Jugador242,Jugador396,Jugador297,Jugador184,Jugador160,Jugador194,Jugador102,Jugador144",Jugador8;Jugador282;Jugador210;Jugador173;Jugador145;Jugador294,Jugador375,,,
221,23,Arsenal,Luton Town,3,2,Jugador365;Jugador325;Jugador196;Jugador93;Jugador116,Jugador306;Jugador24;Jugador8;Jugador322,,"Jugador346,Jugador397,Jugador156,Jugador300,Jugador336,Jugador275,Jugador294,Jugador315,Jugador155,Jugador119,Jugador217","Jugador370,Jugador93,Jugador292,Jugador392,Jugador13,Jugador349,Jugador246,Jugador395,Jugador114,Jugador36,Jugador254",,Jugador61;Jugador54,,,
222,23,Newcastle,Liverpool,4,4,Jugador158;Jugador373;Jugador246;Jugador307;Jugador276;Jugador259;Jugador220;Jugador83,Jugador23;Jugador45;Jugador386;Jugador389;Jugador88;Jugador273;Jugador290,,"Jugador366,Jugador361,Jugador83,Jugador381,Jugador138,Jugador388,Jugador398,Jugador222,Jugador251,Jugador269,Jugador232","Jugador322,Jugador205,Jugador231,Jugador233,Jugador133,Jugador33,Jugador31,Jugador124,Jugador20,Jugador18,Jugador103",Jugador151,Jugador195;Jugador20,,,
223,23,Manchester United,Crystal Palace,0,3,Jugador127;Jugador112;Jugador20,Jugador173;Jugador261,,"Jugador187,Jugador89,Jugador362,Jugador44,Jugador173,Jugador32,Jugador371,Jugador257,Jugador335,Jugador59,Jugador113","Jugador177,Jugador19,Jugador256,Jugador83,Jugador305,Jugador277,Jugador314,Jugador290,Jugador309,Jugador392,Jugador285",Jugador296;Jugador322;Jugador54;Jugador209,Jugador28,,,
224,23,Chelsea,Tottenham,4,0,Jugador130;Jugador296;Jugador277;Jugador70,Jugador188;Jugador98;Jugador200,,"Jugador123,Jugador302,Jugador137,Jugador385,Jugador132,Jugador400,Jugador188,Jugador91,Jugador26,Jugador173,Jugador181","Jugador194,Jugador22,Jugador197,Jugador258,Jugador136,Jugador349,Jugador17,Jugador129,Jugador299,Jugador34,Jugador112",Jugador336;Jugador290;Jugador335;Jugador101,,,,Staff Tottenham (amarilla)
225,23,Brighton,Bournemouth,1,3,Jugador274;Jugador319;Jugador374;Jugador96,Jugador277;Jugador192;Jugador116,,"Jugador93,Jugador117,Jugador204,Jugador24,Jugador4,Jugador182,Jugador62,Jugador52,Jugador217,Jugador385,Jugador342","Jugador230,Jugador67,Jugador25,Jugador248,Jugador55,Jugador91,Jugador23,Jugador22,Jugador262,Jugador375,Jugador31",Jugador138,Jugador196,,,
226,23,Sheffield United,Manchester City,3,4,Jugador206;Jugador23;Jugador339;Jugador336;Jugador315;Jugador190;Jugador125,Jugador122;Jugador164;Jugador132;Jugador260;Jugador147;Jugador386,,"Jugador55,Jugador289,Jugador59,Jugador106,Jugador161,Jugador104,Jugador140,Jugador131,Jugador30,Jugador245,Jugador58","Jugador171,Jugador269,Jugador184,Jugador179,Jugador21,Jugador395,Jugador371,Jugador259,Jugador379,Jugador257,Jugador283",Jugador376;Jugador368;Jugador320,,,,
227,23,Everton,Burnley,4,1,Jugador119;Jugador292;Jugador196;Jugador20;Jugador69,Jugador101;Jugador107;Jugador124;Jugador386,,"Jugador128,Jugador54,Jugador68,Jugador12,Jugador250,Jugador99,Jugador129,Jugador398,Jugador348,Jugador293,Jugador178","Jugador394,Jugador227,Jugador55,Jugador135,Jugador131,Jugador82,Jugador365,Jugador261,Jugador219,Jugador208,Jugador361",Jugador394;Jugador80;Jugador124;Jugador306,Jugador309;Jugador330,,,
228,23,Brentford,West Ham,0,0,,,,"Jugador260,Jugador212,Jugador137,Jugador124,Jugador250,Jugador236,Jugador396,Jugador248,Jugador158,Jugador255,Jugador345","Jugador287,Jugador227,Jugador232,Jugador169,Jugador358,Jugador284,Jugador140,Jugador87,Jugador208,Jugador252,Jugador306",Jugador218;Jugador399;Jugador335,Jugador232,,,Staff West Ham (amarilla)
229,23,Fulham,Wolves,1,1,Jugador344;Jugador80,Jugador393,Jugador344 (penalti),"Jugador106,Jugador385,Jugador365,Jugador362,Jugador276,Jugador130,Jugador202,Jugador75,Jugador261,Jugador165,Jugador212","Jugador339,Jugador7,Jugador324,Jugador69,Jugador253,Jugador35,Jugador148,Jugador252,Jugador133,Jugador364,Jugador333",Jugador128;Jugador3;Jugador263,,,Jugador377 (lesión),
230,23,Nottingham Forest,Aston Villa,1,2,Jugador360;Jugador215;Jugador84,Jugador361;Jugador217,,"Jugador239,Jugador96,Jugador304,Jugador208,Jugador146,Jugador120,Jugador249,Jugador247,Jugador222,Jugador115,Jugador275","Jugador179,Jugador272,Jugador261,Jugador176,Jugador84,Jugador49,Jugador114,Jugador166,Jugador364,Jugador243,Jugador227",Jugador82;Jugador391;Jugador198;Jugador254;Jugador293;Jugador361,Jugador82;Jugador227,,Jugador66 (lesión),
231,24,Crystal Palace,Everton,0,4,Jugador83;Jugador372;Jugador156;Jugador337,Jugador135;Jugador163;Jugador386,,"Jugador27,Jugador257,Jugador206,Jugador18,Jugador307,Jugador82,Jugador264,Jugador25,Jugador106,Jugador275,Jugador228","Jugador177,Jugador293,Jugador373,Jugador225,Jugador360,Jugador212,Jugador176,Jugador229,Jugador396,Jugador292,Jugador322",Jugador398;Jugador97,Jugador373,,,
232,24,Brentford,West Ham,4,4,Jugador377;Jugador223;Jugador37;Jugador306;Jugador350;Jugador371;Jugador56;Jugador6,Jugador105;Jugador349;Jugador140;Jugador274;Jugador174;Jugador177;Jugador82,,"Jugador269,Jugador337,Jugador29,Jugador355,Jugador287,Jugador389,Jugador153,Jugador125,Jugador24,Jugador375,Jugador102","Jugador290,Jugador374,Jugador232,Jugador314,Jugador378,Jugador349,Jugador28,Jugador215,Jugador205,Jugador318,Jugador214",Jugador274;Jugador21;Jugador142;Jugador74;Jugador202,,,,
233,24,Sheffield United,Chelsea,4,4,Jugador254;Jugador35;Jugador133;Jugador58;Jugador43;Jugador266;Jugador341;Jugador218,Jugador283;Jugador94;Jugador310;Jugador210;Jugador144;Jugador206;Jugador230,Jugador254 (penalti),"Jugador237,Jugador90,Jugador380,Jugador270,Jugador108,Jugador51,Jugador245,Jugador115,Jugador61,Jugador173,Jugador349","Jugador91,Jugador307,Jugador151,Jugador249,Jugador167,Jugador328,Jugador81,Jugador399,Jugador315,Jugador200,Jugador374",Jugador139;Jugador92,Jugador123;Jugador350,,,
234,24,Wolves,Aston Villa,1,4,Jugador369;Jugador238;Jugador50;Jugador206;Jugador62,Jugador70;Jugador352;Jugador23;Jugador319,,"Jugador239,Jugador382,Jugador142,Jugador218,Jugador231,Jugador235,Jugador146,Jugador224,Jugador250,Jugador380,Jugador8","Jugador205,Jugador126,Jugador62,Jugador354,Jugador372,Jugador101,Jugador78,Jugador191,Jugador71,Jugador245,Jugador326",Jugador231;Jugador25;Jugador64,Jugador132,,,
235,24,Burnley,Arsenal,4,2,Jugador395;Jugador189;Jugador165;Jugador64;Jugador292;Jugador251,Jugador48;Jugador38;Jugador264;Jugador31;Jugador142,,"Jugador223,Jugador202,Jugador283,Jugador157,Jugador339,Jugador314,Jugador335,Jugador191,Jugador296,Jugador334,Jugador243","Jugador215,Jugador113,Jugador278,Jugador182,Jugador78,Jugador376,Jugador150,Jugador44,Jugador383,Jugador196,Jugador400",,Jugador231;Jugador55,,,
236,24,Liverpool,Manchester City,1,2,Jugador298;Jugador198;Jugador17,Jugador249;Jugador205,,"Jugador320,Jugador202,Jugador243,Jugador325,Jugador117,Jugador213,Jugador329,Jugador4,Jugador43,Jugador78,Jugador218","Jugador152,Jugador297,Jugador121,Jugador55,Jugador312,Jugador168,Jugador379,Jugador336,Jugador86,Jugador174,Jugador109",Jugador272;Jugador26;Jugador237;Jugador375;Jugador18;Jugador17,Jugador170;Jugador229,,,
